IPU-0016416,67,IPU-0016416,1684416062,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,82,IPU-0012204,1684416073,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,93,IPU-0013154,1684416100,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,68,IPU-0016416,1684416122,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,83,IPU-0012204,1684416133,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,94,IPU-0013154,1684416161,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,69,IPU-0016416,1684416182,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,84,IPU-0012204,1684416193,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,96,IPU-0013154,1684416221,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,71,IPU-0016416,1684416242,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,85,IPU-0012204,1684416253,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,97,IPU-0013154,1684416281,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,72,IPU-0016416,1684416302,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,86,IPU-0012204,1684416313,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,98,IPU-0013154,1684416341,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,73,IPU-0016416,1684416362,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,87,IPU-0012204,1684416373,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,99,IPU-0013154,1684416401,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,74,IPU-0016416,1684416422,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,88,IPU-0012204,1684416433,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,100,IPU-0013154,1684416461,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,75,IPU-0016416,1684416482,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,89,IPU-0012204,1684416493,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,102,IPU-0013154,1684416521,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,77,IPU-0016416,1684416542,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,90,IPU-0012204,1684416553,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,103,IPU-0013154,1684416581,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,78,IPU-0016416,1684416602,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,91,IPU-0012204,1684416613,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,104,IPU-0013154,1684416641,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,79,IPU-0016416,1684416662,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,93,IPU-0012204,1684416673,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,105,IPU-0013154,1684416701,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,80,IPU-0016416,1684416722,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,94,IPU-0012204,1684416733,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,106,IPU-0013154,1684416761,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,81,IPU-0016416,1684416782,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,95,IPU-0012204,1684416793,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,108,IPU-0013154,1684416821,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,83,IPU-0016416,1684416842,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,96,IPU-0012204,1684416853,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,109,IPU-0013154,1684416881,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,84,IPU-0016416,1684416902,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,97,IPU-0012204,1684416913,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,110,IPU-0013154,1684416941,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,85,IPU-0016416,1684416963,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,98,IPU-0012204,1684416973,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,111,IPU-0013154,1684417001,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,86,IPU-0016416,1684417023,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,99,IPU-0012204,1684417034,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,112,IPU-0013154,1684417061,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,87,IPU-0016416,1684417083,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,100,IPU-0012204,1684417094,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,114,IPU-0013154,1684417121,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,89,IPU-0016416,1684417143,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,101,IPU-0012204,1684417154,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,115,IPU-0013154,1684417181,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,90,IPU-0016416,1684417203,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,102,IPU-0012204,1684417214,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,116,IPU-0013154,1684417242,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,91,IPU-0016416,1684417263,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,104,IPU-0012204,1684417274,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,117,IPU-0013154,1684417302,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,92,IPU-0016416,1684417323,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,105,IPU-0012204,1684417334,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,118,IPU-0013154,1684417362,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,93,IPU-0016416,1684417383,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,106,IPU-0012204,1684417394,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,120,IPU-0013154,1684417422,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,95,IPU-0016416,1684417443,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,107,IPU-0012204,1684417454,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,121,IPU-0013154,1684417482,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,96,IPU-0016416,1684417503,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,108,IPU-0012204,1684417514,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,122,IPU-0013154,1684417542,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,97,IPU-0016416,1684417563,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,109,IPU-0012204,1684417574,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,123,IPU-0013154,1684417602,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,98,IPU-0016416,1684417623,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,110,IPU-0012204,1684417634,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,124,IPU-0013154,1684417662,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,99,IPU-0016416,1684417683,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,111,IPU-0012204,1684417694,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,126,IPU-0013154,1684417722,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,101,IPU-0016416,1684417743,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,112,IPU-0012204,1684417754,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,127,IPU-0013154,1684417782,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,102,IPU-0016416,1684417803,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,113,IPU-0012204,1684417814,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,128,IPU-0013154,1684417842,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,103,IPU-0016416,1684417863,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,115,IPU-0012204,1684417874,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,129,IPU-0013154,1684417902,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,104,IPU-0016416,1684417923,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,116,IPU-0012204,1684417934,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,130,IPU-0013154,1684417962,10,300,92.0,0.0,999.9000244140625,45
IPU-0016416,105,IPU-0016416,1684417983,10,300,103.5,0.0,999.9000244140625,100
IPU-0012204,117,IPU-0012204,1684417994,25,600,310.3999938964844,0.0,999.9000244140625,45
IPU-0013154,132,IPU-0013154,1684418022,10,300,92.0,0.0,999.9000244140625,45
